,CPU Name,Platform Name,Single-core Score,Multi-core Score
288,AMD Ryzen 5 PRO 2400GE 3850 MHz (4 cores),Linux,1039.0,4318.0
289,AMD Ryzen 5 PRO 2400GE 3900 MHz (4 cores),Linux,1037.0,4313.0
290,AMD Ryzen 5 PRO 2400GE w/ Radeon Vega Graphics 3200 MHz (4 cores),Linux,860.111,2331.37
291,AMD Ryzen 5 PRO 2400GE w/ Radeon Vega Graphics 3200 MHz (4 cores),Windows,824.863,2791.441
292,AMD Ryzen 5 PRO 2400GE w/ Radeon Vega Graphics 3750 MHz (4 cores),Windows,879.0,4182.0
293,AMD Ryzen 5 PRO 2400GE w/ Radeon Vega Graphics 4000 MHz (4 cores),Windows,975.0,4374.0
294,AMD Ryzen 5 PRO 3350G with Radeon Vega Graphics 3600 MHz (4 cores),Linux,963.75,3441.75
295,AMD Ryzen 5 PRO 3350G with Radeon Vega Graphics 3600 MHz (4 cores),Windows,885.143,3513.286
296,AMD Ryzen 5 PRO 3350G with Radeon Vega Graphics 3600 MHz (4 cores),macOS,898.0,3224.0
297,AMD Ryzen 5 PRO 3350GE with Radeon Vega Graphic 3500 MHz (4 cores),Windows,848.0,3709.0
298,AMD Ryzen 5 PRO 3400GE 3293 MHz (2 cores),Linux,642.778,1134.111
299,AMD Ryzen 5 PRO 3400GE 3294 MHz (2 cores),Windows,831.0,1444.0
300,AMD Ryzen 5 PRO 3400GE 3294 MHz (4 cores),Windows,623.0,2244.0
301,AMD Ryzen 5 PRO 3400GE 3300 MHz (4 cores),Android,899.5,3192.5
302,AMD Ryzen 5 PRO 3400GE 3300 MHz (4 cores),Linux,847.409,2891.136
303,AMD Ryzen 5 PRO 3400GE 3300 MHz (4 cores),Windows,862.658,2978.562
304,AMD Ryzen 5 PRO 3400GE w/ Radeon Vega Graphics 2000 MHz (2 cores),Android,702.0,1272.0
305,AMD Ryzen 5 PRO 3400GE w/ Radeon Vega Graphics 3141 MHz (4 cores),macOS,724.0,1596.0
306,AMD Ryzen 5 PRO 3400GE w/ Radeon Vega Graphics 3293 MHz (1 cores),Linux,1049.0,2997.0
307,AMD Ryzen 5 PRO 3400GE w/ Radeon Vega Graphics 3300 MHz (4 cores),Android,953.0,3075.714
308,AMD Ryzen 5 PRO 3400GE w/ Radeon Vega Graphics 3300 MHz (4 cores),Linux,938.977,3009.023
309,AMD Ryzen 5 PRO 3400GE w/ Radeon Vega Graphics 3300 MHz (4 cores),Windows,867.784,3029.763
310,AMD Ryzen 5 PRO 3400GE w/ Radeon Vega Graphics 3300 MHz (4 cores),macOS,829.0,3027.0
311,AMD Ryzen 5 PRO 3400GE w/ Radeon Vega Graphics 3893 MHz (4 cores),Windows,926.0,3576.0
312,AMD Ryzen 5 PRO 3400GE w/ Radeon Vega Graphics 3968 MHz (4 cores),Windows,1026.667,4371.333
313,AMD Ryzen 5 PRO 4650GE 2000 MHz (7 cores),Android,793.0,2863.0
314,AMD Ryzen 5 PRO 4650GE 3141 MHz (4 cores),macOS,886.0,3153.0
315,AMD Ryzen 5 PRO 4650GE 3293 MHz (2 cores),Linux,745.0,1271.5
316,AMD Ryzen 5 PRO 4650GE 3294 MHz (2 cores),Windows,1105.0,2224.0
317,AMD Ryzen 5 PRO 4650GE 3294 MHz (6 cores),Windows,1161.0,4993.0
318,AMD Ryzen 5 PRO 4650GE 3300 MHz (6 cores),Linux,1259.0,7281.0
319,AMD Ryzen 5 PRO 4650GE 3301 MHz (6 cores),Windows,1154.971,5459.466
320,AMD Ryzen 5 PRO 4650GE 3316 MHz (4 cores),Linux,1102.0,3617.0
321,AMD Ryzen 5 PRO 4650GE 3316 MHz (8 cores),Linux,1132.0,4901.0
322,AMD Ryzen 5 PRO 4650GE 4247 MHz (6 cores),Linux,1233.243,5846.108
323,AMD Ryzen 5 PRO 4650GE 4248 MHz (6 cores),Linux,1263.333,6370.333
324,AMD Ryzen 5 PRO 4650GE with Radeon Graphics 3294 MHz (6 cores),Windows,1145.2,5329.0
325,AMD Ryzen 5 PRO 4650GE with Radeon Graphics 3300 MHz (6 cores),Linux,1085.158,5236.053
326,AMD Ryzen 5 PRO 4650GE with Radeon Graphics 3301 MHz (6 cores),Windows,1172.561,5663.415
327,AMD Ryzen 5 PRO 4650GE with Radeon Graphics 4247 MHz (6 cores),Linux,1261.667,5967.0
328,AMD Ryzen 7 2700E 2800 MHz (8 cores),Windows,920.9,6147.8
329,AMD Ryzen 7 2700E 3900 MHz (8 cores),Android,934.0,5423.0
330,AMD Ryzen 7 2800H with Radeon Vega Graphics 3350 MHz (4 cores),Windows,674.25,2751.0
331,AMD Ryzen 7 3700C with Radeon Vega Mobile Gfx 2295 MHz (8 cores),Linux,862.0,2908.0
332,AMD Ryzen 7 3700C with Radeon Vega Mobile Gfx 2300 MHz (4 cores),Android,761.398,2644.62
333,AMD Ryzen 7 3700C with Radeon Vega Mobile Gfx 2300 MHz (4 cores),Linux,768.5,2727.0
334,AMD Ryzen 7 3780U Microsoft Surface Edition 1996 MHz (4 cores),Windows,914.0,2424.5
335,AMD Ryzen 7 3780U Microsoft Surface Edition 1996 MHz (8 cores),Linux,1036.0,4282.0
336,AMD Ryzen 7 3780U Microsoft Surface Edition 1996 MHz (8 cores),Windows,1151.0,6566.0
337,AMD Ryzen 7 3780U Microsoft Surface Edition 2000 MHz (8 cores),Windows,983.693,5901.157
338,AMD Ryzen 7 3780U Microsoft Surface Edition 2300 MHz (4 cores),Linux,322.0,1436.0
339,AMD Ryzen 7 3780U Microsoft Surface Edition 2300 MHz (4 cores),Windows,753.406,2779.145
340,AMD Ryzen 7 3780U Microsoft Surface Edition 4433 MHz (8 cores),Linux,1232.125,7351.375
341,AMD Ryzen 7 4700G 2000 MHz (4 cores),Android,803.0,2788.0
342,AMD Ryzen 7 4700G 2803 MHz (4 cores),Android,930.0,3138.0
343,AMD Ryzen 7 4700G 3593 MHz (2 cores),Linux,778.4,1381.8
344,AMD Ryzen 7 4700G 3600 MHz (8 cores),Linux,1162.5,6067.0
345,AMD Ryzen 7 4700G 3600 MHz (8 cores),Windows,1208.188,7548.229
346,AMD Ryzen 7 4700G 4000 MHz (8 cores),Windows,1069.0,6558.0
347,AMD Ryzen 7 4700G 4192 MHz (8 cores),Windows,1183.0,8267.0
348,AMD Ryzen 7 4700G 4442 MHz (8 cores),Windows,1308.0,10374.0
349,AMD Ryzen 7 4700G 4454 MHz (8 cores),Linux,1248.769,6671.769
350,AMD Ryzen 7 4700G 4492 MHz (8 cores),Windows,1329.5,10522.5
351,AMD Ryzen 7 4700G with Radeon Graphics 3593 MHz (4 cores),Windows,935.0,2638.0
352,AMD Ryzen 7 4700G with Radeon Graphics 3593 MHz (8 cores),Windows,1261.5,8320.5
353,AMD Ryzen 7 4700G with Radeon Graphics 3600 MHz (8 cores),Linux,1128.5,6047.3
354,AMD Ryzen 7 4700G with Radeon Graphics 3600 MHz (8 cores),Windows,1200.065,7129.578
355,AMD Ryzen 7 4700G with Radeon Graphics 4000 MHz (8 cores),Windows,1134.0,7640.0
356,AMD Ryzen 7 4700G with Radeon Graphics 4100 MHz (8 cores),Windows,1168.333,7105.667
357,AMD Ryzen 7 4700G with Radeon Graphics 4454 MHz (8 cores),Linux,1290.571,8167.714
358,AMD Ryzen 7 4700GE 3100 MHz (8 cores),Android,1159.0,7553.0
359,AMD Ryzen 7 4700GE 3100 MHz (8 cores),Windows,1170.0,5787.25
360,AMD Ryzen 7 4700GE with Radeon Graphics 3100 MHz (8 cores),Windows,1190.0,6051.571
361,AMD Ryzen 7 5700GE 3194 MHz (8 cores),Windows,1518.333,7259.667
362,AMD Ryzen 7 5700GE 3201 MHz (8 cores),Windows,1576.2,7776.8
363,AMD Ryzen 7 5700GE 4001 MHz (8 cores),Windows,1377.0,7447.0
364,AMD Ryzen 7 5700GE 4301 MHz (8 cores),Windows,1507.0,10606.0
365,AMD Ryzen 7 5700GE 4401 MHz (8 cores),Windows,1473.0,8780.0
366,AMD Ryzen 7 5700GE 4501 MHz (8 cores),Windows,1567.37,10486.704
367,AMD Ryzen 7 5700GE 4551 MHz (8 cores),Windows,1583.0,10263.5
368,AMD Ryzen 7 5700GE 5001 MHz (8 cores),Windows,1760.0,11527.0
369,AMD Ryzen 7 5825U 2000 MHz (8 cores),Windows,1282.143,5696.667
370,AMD Ryzen 7 6800H 2000 MHz (4 cores),Android,918.5,3218.5
371,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1440.966,8408.622
372,AMD Ryzen 7 6800HS 3193 MHz (8 cores),Android,791.5,4996.0
373,AMD Ryzen 7 6800HS 3193 MHz (8 cores),Linux,1550.0,8883.833
374,AMD Ryzen 7 6800HS 3201 MHz (8 cores),Windows,1439.952,8378.833
375,AMD Ryzen 7 6800HS 4784 MHz (8 cores),Linux,1532.0,7816.0
376,AMD Ryzen 7 PRO 4700G 3600 MHz (8 cores),Windows,1228.5,8295.0
377,AMD Ryzen 7 PRO 4700G with Radeon Graphics 3593 MHz (8 cores),Windows,1153.0,7391.0
378,AMD Ryzen 7 PRO 4700G with Radeon Graphics 3600 MHz (8 cores),Windows,1186.6,7991.9
379,AMD Ryzen 7 PRO 4700G with Radeon Graphics 3800 MHz (8 cores),Windows,1052.0,7131.0
380,AMD Ryzen 7 PRO 4700G with Radeon Graphics 4000 MHz (8 cores),Windows,1116.5,7646.5
381,AMD Ryzen 7 PRO 4700G with Radeon Graphics 4292 MHz (8 cores),Windows,1228.0,7807.0
382,AMD Ryzen 7 PRO 4750GE 2000 MHz (2 cores),Android,757.0,747.0
383,AMD Ryzen 7 PRO 4750GE 2465 MHz (4 cores),Android,795.0,2742.0
384,AMD Ryzen 7 PRO 4750GE 2465 MHz (8 cores),Android,805.333,2859.0
385,AMD Ryzen 7 PRO 4750GE 2803 MHz (4 cores),Android,973.0,3316.0
386,AMD Ryzen 7 PRO 4750GE 3094 MHz (2 cores),Linux,807.0,1487.0
387,AMD Ryzen 7 PRO 4750GE 3094 MHz (8 cores),Android,1052.75,5366.0
388,AMD Ryzen 7 PRO 4750GE 3094 MHz (8 cores),Windows,1014.0,2588.0
389,AMD Ryzen 7 PRO 4750GE 3100 MHz (8 cores),Linux,927.0,7357.0
390,AMD Ryzen 7 PRO 4750GE 3100 MHz (8 cores),Windows,1190.618,6510.412
391,AMD Ryzen 7 PRO 4750GE 4365 MHz (8 cores),Android,1089.0,5294.0
392,AMD Ryzen 7 PRO 4750GE 4365 MHz (8 cores),Linux,1176.273,6597.045
393,AMD Ryzen 7 PRO 4750GE with Radeon Graphics 2465 MHz (4 cores),Android,823.0,2895.0
394,AMD Ryzen 7 PRO 4750GE with Radeon Graphics 2465 MHz (8 cores),Android,977.0,3389.0
395,AMD Ryzen 7 PRO 4750GE with Radeon Graphics 3100 MHz (4 cores),Android,1219.0,3382.5
396,AMD Ryzen 7 PRO 4750GE with Radeon Graphics 3100 MHz (8 cores),Linux,1101.5,6209.0
397,AMD Ryzen 7 PRO 4750GE with Radeon Graphics 3100 MHz (8 cores),Windows,1188.151,6525.302
398,AMD Ryzen 7 PRO 4750GE with Radeon Graphics 4365 MHz (8 cores),Linux,1272.765,7970.824
399,AMD Ryzen 9 5980HS 3293 MHz (8 cores),Android,1080.333,6236.333
400,AMD Ryzen 9 5980HS 3300 MHz (8 cores),Linux,1290.75,7652.75
401,AMD Ryzen 9 5980HS 3301 MHz (8 cores),Windows,1344.216,7201.959
402,AMD Ryzen 9 5980HS 4846 MHz (8 cores),Linux,1468.0,8057.0
403,AMD Ryzen 9 5980HS 4848 MHz (8 cores),Linux,1287.0,7884.0
404,AMD Ryzen 9 5980HS with Radeon Graphics 3301 MHz (8 cores),Windows,1470.159,8032.114
405,AMD Ryzen 9 5980HX 3293 MHz (2 cores),Linux,489.0,804.0
406,AMD Ryzen 9 5980HX 3301 MHz (8 cores),Windows,1441.48,7728.147
407,AMD Ryzen 9 6900HS 3301 MHz (8 cores),Linux,1648.75,9389.25
408,AMD Ryzen 9 6900HS 3301 MHz (8 cores),Windows,1478.372,8729.982
409,AMD Ryzen 9 6900HS 4933 MHz (8 cores),Linux,1167.846,6936.308
410,AMD Ryzen 9 6900HS 4935 MHz (8 cores),Linux,1637.0,9439.0
411,AMD Ryzen 9 6900HX 3301 MHz (8 cores),Windows,1462.969,8382.138
412,AMD Ryzen Threadripper 1900X 2400 MHz (8 cores),Android,794.0,2763.0
413,AMD Ryzen Threadripper 1900X 3500 MHz (8 cores),Windows,868.5,6596.0
414,AMD Ryzen Threadripper 1900X 3691 MHz (8 cores),Linux,977.0,4745.0
415,AMD Ryzen Threadripper 1900X 3792 MHz (1 cores),Linux,1098.5,1100.0
416,AMD Ryzen Threadripper 1900X 3792 MHz (4 cores),Linux,953.364,2706.0
417,AMD Ryzen Threadripper 1900X 3792 MHz (8 cores),Linux,890.0,4335.0
418,AMD Ryzen Threadripper 1900X 3793 MHz (12 cores),Windows,870.0,6014.0
419,AMD Ryzen Threadripper 1900X 3793 MHz (16 cores),Windows,894.667,5196.333
420,AMD Ryzen Threadripper 1900X 3793 MHz (16 cores),macOS,1016.333,6855.667
421,AMD Ryzen Threadripper 1900X 3793 MHz (4 cores),Windows,899.333,2699.0
422,AMD Ryzen Threadripper 1900X 3793 MHz (6 cores),Windows,716.0,2711.5
423,AMD Ryzen Threadripper 1900X 3793 MHz (8 cores),Windows,1039.667,7224.0
424,AMD Ryzen Threadripper 1900X 3793 MHz (8 cores),macOS,1032.5,7492.25
425,AMD Ryzen Threadripper 1900X 3799 MHz (4 cores),Linux,1052.333,4333.667
426,AMD Ryzen Threadripper 1900X 3799 MHz (6 cores),Linux,1057.0,6153.0
427,AMD Ryzen Threadripper 1900X 3800 MHz (4 cores),Windows,992.857,3939.571
428,AMD Ryzen Threadripper 1900X 3800 MHz (8 cores),Android,1060.0,7586.0
429,AMD Ryzen Threadripper 1900X 3800 MHz (8 cores),Linux,977.227,5567.614
430,AMD Ryzen Threadripper 1900X 3800 MHz (8 cores),Windows,990.373,6715.845
431,AMD Ryzen Threadripper 1900X 3800 MHz (8 cores),macOS,1000.909,6978.727
432,AMD Ryzen Threadripper 1900X 3801 MHz (8 cores),macOS,956.1,6694.7
433,AMD Ryzen Threadripper 1900X 3850 MHz (8 cores),Linux,1006.0,7481.0
434,AMD Ryzen Threadripper 1900X 3850 MHz (8 cores),Windows,974.0,7540.0
435,AMD Ryzen Threadripper 1900X 3862 MHz (8 cores),Linux,1057.0,4854.0
436,AMD Ryzen Threadripper 1900X 3892 MHz (8 cores),Linux,1087.0,8482.0
437,AMD Ryzen Threadripper 1900X 3893 MHz (8 cores),Windows,935.0,6601.0
438,AMD Ryzen Threadripper 1900X 3900 MHz (8 cores),Linux,1044.333,7529.667
439,AMD Ryzen Threadripper 1900X 3900 MHz (8 cores),Windows,977.0,7305.4
440,AMD Ryzen Threadripper 1900X 3912 MHz (8 cores),Linux,1072.0,7060.0
441,AMD Ryzen Threadripper 1900X 4000 MHz (8 cores),Linux,973.0,8387.0
442,AMD Ryzen Threadripper 1900X 4000 MHz (8 cores),Windows,1013.35,7074.45
443,AMD Ryzen Threadripper 1900X 4050 MHz (8 cores),Windows,1044.0,7589.667
444,AMD Ryzen Threadripper 1900X 4093 MHz (8 cores),macOS,1052.0,7985.0
445,AMD Ryzen Threadripper 1900X 4100 MHz (8 cores),Linux,1002.667,5405.0
446,AMD Ryzen Threadripper 1900X 4100 MHz (8 cores),Windows,1050.4,7217.5
447,AMD Ryzen Threadripper 1900X 4100 MHz (8 cores),macOS,1055.111,6827.556
448,AMD Ryzen Threadripper 1900X 4125 MHz (8 cores),Windows,1068.0,7354.0
449,AMD Ryzen Threadripper 1900X 4150 MHz (8 cores),Windows,1107.667,7642.0
450,AMD Ryzen Threadripper 1900X 4200 MHz (8 cores),Linux,1132.0,8053.0
451,AMD Ryzen Threadripper 1900X 4200 MHz (8 cores),Windows,1080.8,7091.5
452,AMD Ryzen Threadripper 1900X 4200 MHz (8 cores),macOS,1039.0,6602.0
453,AMD Ryzen Threadripper 2920X 2408 MHz (12 cores),Linux,1194.0,10812.0
454,AMD Ryzen Threadripper 2920X 2433 MHz (12 cores),Linux,1174.0,11341.0
455,AMD Ryzen Threadripper 2920X 2523 MHz (12 cores),Linux,1179.0,11388.0
456,AMD Ryzen Threadripper 2920X 3331 MHz (4 cores),macOS,990.0,3021.0
457,AMD Ryzen Threadripper 2920X 3493 MHz (12 cores),Windows,990.0,8163.5
458,AMD Ryzen Threadripper 2920X 3493 MHz (2 cores),Linux,886.5,1602.0
459,AMD Ryzen Threadripper 2920X 3493 MHz (24 cores),Linux,1147.0,9035.0
460,AMD Ryzen Threadripper 2920X 3493 MHz (24 cores),Windows,1028.0,10166.0
461,AMD Ryzen Threadripper 2920X 3493 MHz (4 cores),Linux,938.5,3471.5
462,AMD Ryzen Threadripper 2920X 3493 MHz (4 cores),Windows,869.0,3558.286
463,AMD Ryzen Threadripper 2920X 3493 MHz (6 cores),Windows,891.667,4273.667
464,AMD Ryzen Threadripper 2920X 3493 MHz (8 cores),Linux,879.5,5599.5
465,AMD Ryzen Threadripper 2920X 3493 MHz (8 cores),Windows,928.5,4167.5
466,AMD Ryzen Threadripper 2920X 3494 MHz (12 cores),macOS,1048.0,10121.0
467,AMD Ryzen Threadripper 2920X 3499 MHz (6 cores),Linux,1086.5,5256.5
468,AMD Ryzen Threadripper 2920X 3499 MHz (8 cores),Linux,898.0,3996.0
469,AMD Ryzen Threadripper 2920X 3500 MHz (12 cores),Linux,1013.959,8778.49
470,AMD Ryzen Threadripper 2920X 3500 MHz (12 cores),Windows,1071.829,9662.862
471,AMD Ryzen Threadripper 2920X 3500 MHz (12 cores),macOS,1038.684,9562.026
472,AMD Ryzen Threadripper 2920X 3500 MHz (4 cores),Linux,1048.667,3157.333
473,AMD Ryzen Threadripper 2920X 3500 MHz (6 cores),Linux,1123.0,5598.0
474,AMD Ryzen Threadripper 2920X 3500 MHz (6 cores),Windows,1058.333,5962.667
475,AMD Ryzen Threadripper 2920X 3500 MHz (8 cores),Windows,1003.0,4753.0
476,AMD Ryzen Threadripper 2920X 3501 MHz (12 cores),macOS,1100.0,10854.0
477,AMD Ryzen Threadripper 2920X 3600 MHz (12 cores),Windows,931.0,8156.0
478,AMD Ryzen Threadripper 2920X 3700 MHz (12 cores),Linux,898.0,10498.0
479,AMD Ryzen Threadripper 2920X 3700 MHz (12 cores),Windows,939.0,9502.0
480,AMD Ryzen Threadripper 2920X 3793 MHz (12 cores),Windows,1000.0,10686.0
481,AMD Ryzen Threadripper 2920X 3800 MHz (12 cores),Linux,960.0,7894.25
482,AMD Ryzen Threadripper 2920X 3800 MHz (12 cores),Windows,974.182,8999.455
483,AMD Ryzen Threadripper 2920X 3843 MHz (12 cores),Windows,1018.0,9170.0
484,AMD Ryzen Threadripper 2920X 3873 MHz (12 cores),Linux,1104.0,9305.0
485,AMD Ryzen Threadripper 2920X 3975 MHz (12 cores),Windows,1025.0,10975.0
486,AMD Ryzen Threadripper 2920X 4000 MHz (12 cores),Linux,848.167,8946.333
487,AMD Ryzen Threadripper 2920X 4000 MHz (12 cores),Windows,1043.222,9051.778
488,AMD Ryzen Threadripper 2920X 4042 MHz (4 cores),Windows,984.0,3206.0
489,AMD Ryzen Threadripper 2920X 4050 MHz (12 cores),Windows,1048.333,9473.667
490,AMD Ryzen Threadripper 2920X 4075 MHz (12 cores),Windows,1034.0,8229.0
491,AMD Ryzen Threadripper 2920X 4092 MHz (12 cores),Windows,1072.0,11568.0
492,AMD Ryzen Threadripper 2920X 4093 MHz (12 cores),macOS,1072.0,11604.0
493,AMD Ryzen Threadripper 2920X 4100 MHz (12 cores),Linux,911.333,5522.0
494,AMD Ryzen Threadripper 2920X 4100 MHz (12 cores),Windows,1058.571,8628.286
495,AMD Ryzen Threadripper 2920X 4125 MHz (12 cores),Windows,1037.2,9966.2
496,AMD Ryzen Threadripper 2920X 4142 MHz (12 cores),Windows,1079.333,11671.333
497,AMD Ryzen Threadripper 2920X 4150 MHz (12 cores),Windows,1082.0,11737.0
498,AMD Ryzen Threadripper 2920X 4175 MHz (12 cores),Windows,1039.0,5588.0
499,AMD Ryzen Threadripper 2920X 4192 MHz (12 cores),Windows,1101.0,11935.0
500,AMD Ryzen Threadripper 2920X 4200 MHz (12 cores),Linux,1080.0,9298.75
501,AMD Ryzen Threadripper 2920X 4200 MHz (12 cores),Windows,1113.667,12300.333
502,AMD Ryzen Threadripper 2920X 4250 MHz (12 cores),Linux,1086.0,10985.0
503,AMD Ryzen Threadripper 2920X 4250 MHz (12 cores),Windows,1117.0,12103.0
504,AMD Ryzen Threadripper 2920X 4300 MHz (12 cores),Linux,1050.0,12487.0
505,AMD Ryzen Threadripper 2920X 4300 MHz (12 cores),Windows,1074.0,10958.0
506,AMD Ryzen Threadripper 2970WX 0 MHz (2 cores),Linux,631.0,2147.0
507,AMD Ryzen Threadripper 2970WX 1717 MHz (24 cores),Linux,1138.0,14961.0
508,AMD Ryzen Threadripper 2970WX 2250 MHz (24 cores),Linux,572.25,3515.906
509,AMD Ryzen Threadripper 2970WX 2400 MHz (24 cores),Windows,1054.0,11294.0
510,AMD Ryzen Threadripper 2970WX 2994 MHz (12 cores),Linux,856.5,4789.0
511,AMD Ryzen Threadripper 2970WX 2994 MHz (12 cores),Windows,996.143,6073.429
512,AMD Ryzen Threadripper 2970WX 2994 MHz (16 cores),Windows,930.0,7898.0
513,AMD Ryzen Threadripper 2970WX 2994 MHz (2 cores),Linux,855.0,1562.0
514,AMD Ryzen Threadripper 2970WX 2994 MHz (24 cores),Windows,1057.5,10067.0
515,AMD Ryzen Threadripper 2970WX 2994 MHz (8 cores),Windows,839.111,3994.0
516,AMD Ryzen Threadripper 2970WX 2995 MHz (24 cores),macOS,1064.5,12404.0
517,AMD Ryzen Threadripper 2970WX 3000 MHz (12 cores),Linux,1095.6,7908.0
518,AMD Ryzen Threadripper 2970WX 3000 MHz (12 cores),Windows,1066.0,8919.5
519,AMD Ryzen Threadripper 2970WX 3000 MHz (16 cores),Windows,1080.0,9441.0
520,AMD Ryzen Threadripper 2970WX 3000 MHz (24 cores),Linux,971.469,11429.916
521,AMD Ryzen Threadripper 2970WX 3000 MHz (24 cores),Windows,1000.85,10507.094
522,AMD Ryzen Threadripper 2970WX 3000 MHz (24 cores),macOS,1015.807,11410.246
523,AMD Ryzen Threadripper 2970WX 3000 MHz (6 cores),Linux,1092.833,4791.333
524,AMD Ryzen Threadripper 2970WX 3000 MHz (6 cores),Windows,966.0,5044.0
525,AMD Ryzen Threadripper 2970WX 3200 MHz (24 cores),Windows,840.0,10073.714
526,AMD Ryzen Threadripper 2970WX 3200 MHz (24 cores),macOS,827.0,11140.0
527,AMD Ryzen Threadripper 2970WX 3300 MHz (24 cores),Linux,910.0,14245.5
528,AMD Ryzen Threadripper 2970WX 3300 MHz (24 cores),Windows,874.333,10075.667
529,AMD Ryzen Threadripper 2970WX 3493 MHz (24 cores),Windows,920.667,10654.0
530,AMD Ryzen Threadripper 2970WX 3500 MHz (24 cores),Windows,835.5,9094.667
531,AMD Ryzen Threadripper 2970WX 3500 MHz (24 cores),macOS,1077.0,13106.0
532,AMD Ryzen Threadripper 2970WX 3594 MHz (24 cores),macOS,937.0,11481.0
533,AMD Ryzen Threadripper 2970WX 3600 MHz (24 cores),macOS,926.8,10761.2
534,AMD Ryzen Threadripper 2970WX 3700 MHz (24 cores),Windows,954.5,9357.5
535,AMD Ryzen Threadripper 2970WX 3750 MHz (24 cores),Linux,917.0,16763.0
536,AMD Ryzen Threadripper 2970WX 3775 MHz (24 cores),Linux,1026.0,17133.0
537,AMD Ryzen Threadripper 2970WX 3793 MHz (24 cores),Windows,987.0,10317.0
538,AMD Ryzen Threadripper 2970WX 3800 MHz (24 cores),Windows,993.0,11402.8
539,AMD Ryzen Threadripper 2970WX 3800 MHz (6 cores),Windows,850.667,3424.667
540,AMD Ryzen Threadripper 2970WX 3850 MHz (24 cores),Windows,1012.0,12322.0
541,AMD Ryzen Threadripper 2970WX 3850 MHz (6 cores),Windows,874.5,3362.25
542,AMD Ryzen Threadripper 2970WX 3875 MHz (6 cores),Windows,814.75,3399.0
543,AMD Ryzen Threadripper 2970WX 3900 MHz (24 cores),Linux,948.0,17082.0
544,AMD Ryzen Threadripper 2970WX 3925 MHz (6 cores),Windows,877.0,3503.0
545,AMD Ryzen Threadripper 2970WX 3925 MHz (7 cores),Windows,907.0,3956.0
546,AMD Ryzen Threadripper 2970WX 3925 MHz (8 cores),Windows,872.0,5008.5
547,AMD Ryzen Threadripper 2970WX 3950 MHz (6 cores),Windows,734.0,2763.0
548,AMD Ryzen Threadripper 2970WX 3950 MHz (7 cores),Windows,815.0,3303.0
549,AMD Ryzen Threadripper 2970WX 3992 MHz (24 cores),Windows,1039.0,12177.0
550,AMD Ryzen Threadripper 2970WX 3993 MHz (24 cores),macOS,1023.0,12501.0
551,AMD Ryzen Threadripper 2970WX 3999 MHz (24 cores),Linux,1063.0,14353.0
552,AMD Ryzen Threadripper 2970WX 4000 MHz (24 cores),Linux,901.8,8651.2
553,AMD Ryzen Threadripper 2970WX 4000 MHz (24 cores),Windows,1003.182,9932.0
554,AMD Ryzen Threadripper 2970WX 4001 MHz (24 cores),macOS,1033.0,11320.0
555,AMD Ryzen Threadripper 2970WX 4050 MHz (24 cores),Windows,1062.5,10991.0
556,AMD Ryzen Threadripper 2970WX 4100 MHz (24 cores),Windows,1060.0,11280.0
557,AMD Ryzen Threadripper 2970WX 4100 MHz (24 cores),macOS,1073.0,12349.0
558,AMD Ryzen Threadripper 2970WX 4125 MHz (24 cores),Windows,1067.0,6719.0
